adsh,cik,gvkey,form,filed,co_conm,will,shall,going_to,expect_to,expected_to,expecting_to
0000354950-15-000008,354950,5680,10-K,20150326,HOME DEPOT INC,397.0,9.0,0.0,0.0,0.0,0.0
0000356028-15-000029,356028,3310,10-Q,20150121,CA INC,565.0,0.0,0.0,0.0,0.0,0.0
0000701985-15-000006,701985,6733,10-K,20150320,L BRANDS INC,1067.0,57.0,0.0,0.0,0.0,0.0
0000702165-15-000023,702165,7923,10-K,20150211,NORFOLK SOUTHERN CORP,197.0,706.0,0.0,0.0,0.0,0.0
0000704051-15-000013,704051,6653,10-Q,20150204,LEGG MASON INC,906.0,0.0,0.0,0.0,0.0,0.0
0000711404-15-000004,711404,3504,10-Q,20150306,COOPER COS INC (THE),534.0,0.0,0.0,0.0,0.0,0.0
0000712515-15-000012,712515,16721,10-Q,20150204,ELECTRONIC ARTS INC,662.0,0.0,0.0,0.0,0.0,0.0
0000717423-15-000016,717423,7620,10-K,20150227,MURPHY OIL CORP,331.0,6.0,0.0,0.0,0.0,0.0
0000719739-15-000022,719739,17120,10-K,20150226,SVB FINANCIAL GROUP,261.0,96.0,0.0,0.0,0.0,0.0
0000720005-15-000009,720005,8898,10-Q,20150206,RAYMOND JAMES FINANCIAL CORP,848.0,0.0,0.0,0.0,0.0,0.0
0000721371-15-000007,721371,2751,10-Q,20150203,CARDINAL HEALTH INC,624.0,0.0,0.0,0.0,0.0,0.0
0000723125-15-000010,723125,7343,10-Q,20150109,MICRON TECHNOLOGY INC,112.0,0.0,0.0,0.0,0.0,0.0
0000723254-15-000002,723254,3062,10-Q,20150109,CINTAS CORP,671.0,0.0,0.0,0.0,0.0,0.0
0000723531-15-000004,723531,8402,10-Q,20150325,PAYCHEX INC,341.0,0.0,0.0,0.0,0.0,0.0
0000731766-15-000007,731766,10903,10-K,20150210,UNITEDHEALTH GROUP INC,1137.0,67.0,0.0,0.0,0.0,0.0
0000731802-15-000006,731802,4383,10-Q,20150203,ATMOS ENERGY CORP,161.0,4.0,0.0,0.0,0.0,0.0
0000732717-15-000016,732717,9899,10-K,20150220,AT&T INC,1052.0,53.0,0.0,0.0,0.0,0.0
0000740260-15-000062,740260,110179,10-K,20150213,VENTAS INC,622.0,190.0,0.0,0.0,0.0,0.0
0000743316-15-000006,743316,14256,10-Q,20150204,MAXIM INTEGRATED PRODUCTS,909.0,5.0,0.0,0.0,0.0,0.0
0000743988-15-000012,743988,22325,10-Q,20150130,XILINX INC,330.0,2.0,0.0,0.0,0.0,0.0
0000745732-15-000009,745732,9248,10-K,20150331,ROSS STORES INC,127.0,220.0,0.0,0.0,0.0,0.0
0000746515-15-000004,746515,4494,10-K,20150226,EXPEDITORS INTL WASH INC,155.0,43.0,0.0,0.0,0.0,0.0
0000749251-15-000009,749251,12441,10-K,20150227,GARTNER INC,898.0,601.0,0.0,0.0,0.0,0.0
0000750556-15-000065,750556,10187,10-K,20150224,SUNTRUST BANKS INC,1249.0,417.0,0.0,0.0,0.0,0.0
0000751652-15-000024,751652,8873,10-K,20150220,QUESTAR CORP,450.0,174.0,0.0,0.0,0.0,0.0
0000753308-15-000079,753308,4517,10-K,20150220,NEXTERA ENERGY INC,517.0,3.0,0.0,0.0,0.0,0.0
0000754737-15-000019,754737,9445,10-K,20150227,SCANA CORP,661.0,288.0,0.0,0.0,0.0,0.0
0000759944-15-000016,759944,21825,10-K,20150303,CITIZENS FINANCIAL GROUP INC,1896.0,546.0,0.0,0.0,0.0,0.0
0000764065-15-000044,764065,3107,10-K,20150225,CLEVELAND-CLIFFS INC,1873.0,1390.0,0.0,0.0,0.0,0.0
0000764180-15-000022,764180,8543,10-K,20150225,ALTRIA GROUP INC,1127.0,225.0,0.0,0.0,0.0,0.0
0000764478-15-000014,764478,2184,10-K,20150331,BEST BUY CO INC,1305.0,251.0,0.0,0.0,0.0,0.0
0000764622-15-000013,764622,1075,10-K,20150220,PINNACLE WEST CAPITAL CORP,623.0,864.0,0.0,0.0,0.0,0.0
0000766421-15-000009,766421,1230,10-K,20150211,ALASKA AIR GROUP INC,111.0,0.0,0.0,0.0,0.0,0.0
0000766704-15-000012,766704,5543,10-K,20150220,WELLTOWER INC,496.0,115.0,0.0,0.0,0.0,0.0
0000768251-15-000008,768251,14324,10-K,20150213,ALTERA CORP,615.0,2.0,0.0,0.0,0.0,0.0
0000768835-15-000022,768835,12123,10-K,20150331,BIG LOTS INC,583.0,189.0,0.0,0.0,0.0,0.0
0000769397-15-000012,769397,1878,10-K,20150318,AUTODESK INC,1485.0,27.0,0.0,0.0,0.0,0.0
0000773910-15-000012,773910,11923,10-K,20150220,ANADARKO PETROLEUM CORP,821.0,34.0,0.0,0.0,0.0,0.0
0000783280-15-000018,783280,13510,10-K,20150220,DUKE REALTY CORP,170.0,7.0,0.0,0.0,0.0,0.0
0000788784-15-000002,788784,8810,10-K,20150226,PUBLIC SERVICE ENTRP GRP INC,966.0,84.0,0.0,0.0,0.0,0.0
0000790070-15-000062,790070,12053,10-K,20150227,EMC CORP/MA,1722.0,766.0,0.0,0.0,0.0,0.0
0000791519-15-000004,791519,15521,10-K,20150306,STAPLES INC,1567.0,239.0,0.0,0.0,0.0,0.0
0000791907-15-000021,791907,12216,10-Q,20150206,LINEAR TECHNOLOGY CORP,272.0,0.0,0.0,0.0,0.0,0.0
0000793952-15-000009,793952,12389,10-K,20150219,HARLEY-DAVIDSON INC,1149.0,504.0,0.0,0.0,0.0,0.0
0000794323-15-000003,794323,13440,10-K,20150227,LEVEL 3 COMMUNICATIONS INC,1173.0,71.0,0.0,0.0,0.0,0.0
0000795266-15-000006,795266,12689,10-K,20150122,KB HOME,304.0,143.0,0.0,0.0,0.0,0.0
0000796343-15-000022,796343,12540,10-K,20150120,ADOBE INC,1000.0,304.0,0.0,0.0,0.0,0.0
0000796343-15-000084,796343,12540,10-Q,20150325,ADOBE INC,349.0,0.0,0.0,0.0,0.0,0.0
0000797468-15-000003,797468,8068,10-K,20150223,OCCIDENTAL PETROLEUM CORP,223.0,40.0,0.0,0.0,0.0,0.0
0000801898-15-000006,801898,13003,10-Q,20150306,JOY GLOBAL INC,412.0,237.0,0.0,0.0,0.0,0.0
0000804212-15-000002,804212,12950,10-Q,20150206,AIRGAS INC,797.0,9.0,0.0,0.0,0.0,0.0
0000804753-15-000009,804753,12850,10-K,20150211,CERNER CORP,852.0,243.0,0.0,0.0,0.0,0.0
0000808362-15-000006,808362,1976,10-K,20150226,BAKER HUGHES INC,991.0,31.0,0.0,0.0,0.0,0.0
0000811830-15-000004,811830,17130,10-K,20150318,SANTANDER HOLDINGS USA INC,1452.0,2.0,0.0,0.0,0.0,0.0
0000813672-15-000008,813672,13421,10-K,20150220,CADENCE DESIGN SYSTEMS INC,961.0,0.0,0.0,0.0,0.0,0.0
0000813828-15-000009,813828,13714,10-K,20150213,VIACOMCBS INC,2323.0,1689.0,0.0,0.0,0.0,0.0
0000814453-15-000041,814453,7875,10-K,20150302,NEWELL BRANDS INC,1552.0,184.0,0.0,0.0,0.0,0.0
0000815097-15-000007,815097,13498,10-K,20150129,CARNIVAL CORPORATION & PLC,925.0,290.0,0.0,0.0,0.0,0.0
0000815556-15-000014,815556,14225,10-K,20150205,FASTENAL CO,114.0,2.0,0.0,0.0,0.0,0.0
0000816761-15-000008,816761,178310,10-K,20150227,TERADATA CORP,926.0,248.0,0.0,0.0,0.0,0.0
0000818479-15-000005,818479,13700,10-K,20150220,DENTSPLY SIRONA INC,1334.0,1403.0,0.0,0.0,0.0,0.0
0000820027-15-000024,820027,164708,10-K,20150224,AMERIPRISE FINANCIAL INC,872.0,211.0,0.0,0.0,0.0,0.0
0000821189-15-000010,821189,16478,10-K,20150218,EOG RESOURCES INC,144.0,22.0,0.0,0.0,0.0,0.0
0000822416-15-000007,822416,8823,10-K,20150204,PULTEGROUP INC,224.0,7.0,0.0,0.0,0.0,0.0
0000827052-15-000035,827052,9846,10-K,20150224,EDISON INTERNATIONAL,232.0,8.0,0.0,0.0,0.0,0.0
0000827054-15-000017,827054,27965,10-Q,20150203,MICROCHIP TECHNOLOGY INC,866.0,0.0,0.0,0.0,0.0,0.0
0000829224-15-000006,829224,25434,10-Q,20150127,STARBUCKS CORP,246.0,0.0,0.0,0.0,0.0,0.0
0000831001-15-000043,831001,3243,10-K,20150225,CITIGROUP INC,1876.0,63.0,0.0,0.0,0.0,0.0
0000831259-15-000016,831259,14590,10-K,20150227,FREEPORT-MCMORAN INC,1323.0,783.0,0.0,0.0,0.0,0.0
0000832101-15-000009,832101,15267,10-K,20150223,IDEX CORP,1417.0,100.0,0.0,0.0,0.0,0.0
0000832428-15-000043,832428,14535,10-K,20150313,EW SCRIPPS  -CL A,1307.0,4.0,0.0,0.0,0.0,0.0
0000833444-15-000013,833444,6268,10-Q,20150130,JOHNSON CONTROLS INTL PLC,1376.0,0.0,0.0,0.0,0.0,0.0
0000849213-15-000050,849213,15709,10-K,20150226,PLUM CREEK TIMBER CO INC,294.0,33.0,0.0,0.0,0.0,0.0
0000849399-15-000005,849399,15855,10-Q,20150209,NORTONLIFELOCK INC,660.0,1.0,0.0,0.0,0.0,0.0
0000850693-15-000002,850693,15708,10-K,20150219,ALLERGAN INC,1476.0,294.0,0.0,0.0,0.0,0.0
0000851968-15-000022,851968,25119,10-K,20150227,MOHAWK INDUSTRIES INC,1262.0,0.0,0.0,0.0,0.0,0.0
0000858339-15-000055,858339,20423,10-K,20150316,CAESARS ENTERTAINMENT CORP,2773.0,731.0,0.0,0.0,0.0,0.0
0000858877-15-000013,858877,20779,10-Q,20150218,CISCO SYSTEMS INC,1135.0,1101.0,0.0,0.0,0.0,0.0
0000859737-15-000005,859737,20904,10-Q,20150129,HOLOGIC INC,302.0,0.0,0.0,0.0,0.0,0.0
0000861878-15-000005,861878,63527,10-K,20150302,STERICYCLE INC,1304.0,0.0,0.0,0.0,0.0,0.0
0000865436-15-000079,865436,24893,10-Q,20150227,WHOLE FOODS MARKET INC,287.0,27.0,0.0,0.0,0.0,0.0
0000874501-15-000013,874501,24287,10-K,20150302,AMBAC FINANCIAL GROUP INC,1370.0,152.0,0.0,0.0,0.0,0.0
0000874716-15-000003,874716,24197,10-K,20150217,IDEXX LABS INC,1190.0,6.0,0.0,0.0,0.0,0.0
0000874761-15-000009,874761,24216,10-K,20150226,AES CORP (THE),2182.0,16.0,0.0,0.0,0.0,0.0
0000874766-15-000013,874766,61739,10-K,20150227,HARTFORD FINANCIAL SERVICES,1309.0,155.0,0.0,0.0,0.0,0.0
0000875045-15-000005,875045,24468,10-K,20150204,BIOGEN INC,1519.0,8.0,0.0,0.0,0.0,0.0
0000875159-15-000011,875159,24318,10-K,20150225,XL GROUP LTD,1443.0,1085.0,0.0,0.0,0.0,0.0
0000875320-15-000012,875320,24344,10-K,20150213,VERTEX PHARMACEUTICALS INC,831.0,157.0,0.0,0.0,0.0,0.0
0000877890-15-000016,877890,61676,10-K,20150219,CITRIX SYSTEMS INC,883.0,63.0,0.0,0.0,0.0,0.0
0000878927-15-000006,878927,24617,10-K,20150226,OLD DOMINION FREIGHT,161.0,6.0,0.0,0.0,0.0,0.0
0000882095-15-000008,882095,24856,10-K,20150225,GILEAD SCIENCES INC,1225.0,1894.0,0.0,0.0,0.0,0.0
0000882184-15-000017,882184,25340,10-Q,20150127,D R HORTON INC,168.0,0.0,0.0,0.0,0.0,0.0
0000882835-15-000009,882835,24925,10-K,20150220,ROPER TECHNOLOGIES INC,1456.0,2.0,0.0,0.0,0.0,0.0
0000883241-15-000004,883241,24975,10-Q,20150224,SYNOPSYS INC,521.0,0.0,0.0,0.0,0.0,0.0
0000884887-15-000025,884887,28191,10-K,20150223,ROYAL CARIBBEAN CRUISES LTD,990.0,76.0,0.0,0.0,0.0,0.0
0000885639-15-000007,885639,25283,10-K,20150320,KOHL'S CORP,104.0,80.0,0.0,0.0,0.0,0.0
0000885725-15-000006,885725,25279,10-K,20150225,BOSTON SCIENTIFIC CORP,2215.0,9.0,0.0,0.0,0.0,0.0
0000891092-15-001413,1171825,149738,10-K,20150220,CIT GROUP INC,1211.0,293.0,0.0,0.0,0.0,0.0
0000891103-15-000004,891103,26061,10-K,20150227,IAC/INTERACTIVECORP,1991.0,5.0,0.0,0.0,0.0,0.0
0000895126-15-000076,895126,27786,10-K,20150227,CHESAPEAKE ENERGY CORP,756.0,516.0,0.0,0.0,0.0,0.0
0000896159-15-000006,896159,28034,10-K,20150227,CHUBB LTD,1226.0,285.0,0.0,0.0,0.0,0.0
0000896878-15-000034,896878,27928,10-Q,20150219,INTUIT INC,135.0,1.0,0.0,0.0,0.0,0.0
0000898173-15-000076,898173,28180,10-K,20150227,O'REILLY AUTOMOTIVE INC,672.0,7.0,0.0,0.0,0.0,0.0
0000899689-15-000006,899689,11220,10-K,20150217,VORNADO REALTY TRUST,152.0,0.0,0.0,0.0,0.0,0.0
0000899866-15-000016,899866,62263,10-K,20150206,ALEXION PHARMACEUTICALS INC,1399.0,498.0,0.0,0.0,0.0,0.0
0000906107-15-000007,906107,28733,10-K,20150226,EQUITY RESIDENTIAL,369.0,22.0,0.0,0.0,0.0,0.0
0000908255-15-000012,908255,28742,10-K,20150212,BORGWARNER INC,1279.0,1.0,0.0,0.0,0.0,0.0
0000909832-15-000003,909832,29028,10-Q,20150311,COSTCO WHOLESALE CORP,47.0,18.0,0.0,0.0,0.0,0.0
0000910606-15-000006,910606,29099,10-K,20150220,REGENCY CENTERS CORP,234.0,17.0,0.0,0.0,0.0,0.0
0000912242-15-000005,912242,29868,10-K,20150223,MACERICH CO,150.0,118.0,0.0,0.0,0.0,0.0
0000912595-15-000007,912595,29649,10-K,20150225,MID-AMERICA APT CMNTYS INC,334.0,0.0,0.0,0.0,0.0,0.0
0000912750-15-000009,912750,29173,10-K,20150224,NEWFIELD EXPLORATION CO,186.0,2.0,0.0,0.0,0.0,0.0
0000914208-15-000293,914208,29804,10-K,20150220,INVESCO LTD,1241.0,476.0,0.0,0.0,0.0,0.0
0000915389-15-000021,915389,29392,10-K,20150227,EASTMAN CHEMICAL CO,1452.0,444.0,0.0,0.0,0.0,0.0
0000915912-15-000004,915912,29875,10-K,20150219,AVALONBAY COMMUNITIES INC,323.0,137.0,0.0,0.0,0.0,0.0
0000915913-15-000009,915913,29751,10-K,20150302,ALBEMARLE CORP,1272.0,487.0,0.0,0.0,0.0,0.0
0000916365-15-000042,916365,29736,10-K,20150218,TRACTOR SUPPLY CO,328.0,14.0,0.0,0.0,0.0,0.0
0000916863-15-000004,916863,11555,10-K,20150302,INTEGRYS HOLDING INC,1331.0,7.0,0.0,0.0,0.0,0.0
0000918160-15-000013,918160,29968,10-K,20150220,AK STEEL HOLDING CORP,416.0,21.0,0.0,0.0,0.0,0.0
0000920148-15-000020,920148,14960,10-K,20150226,LABORATORY CP OF AMER HLDGS,1320.0,1838.0,0.0,0.0,0.0,0.0
0000922224-15-000016,922224,8455,10-K,20150223,PPL CORP,1629.0,13.0,0.0,0.0,0.0,0.0
0000922864-15-000011,922864,30490,10-K,20150227,APARTMENT INVST & MGMT CO,307.0,5.0,0.0,0.0,0.0,0.0
0000927628-15-000026,927628,30990,10-K,20150224,CAPITAL ONE FINANCIAL CORP,1498.0,541.0,0.0,0.0,0.0,0.0
0000929887-15-000011,929887,31122,10-Q,20150108,APOLLO EDUCATION GROUP INC,167.0,229.0,0.0,0.0,0.0,0.0
0000929887-15-000029,929887,31122,10-Q,20150325,APOLLO EDUCATION GROUP INC,921.0,58.0,0.0,0.0,0.0,0.0
0000930413-15-000621,773840,1300,10-K,20150213,HONEYWELL INTERNATIONAL INC,595.0,33.0,0.0,0.0,0.0,0.0
0000930413-15-000780,36966,4737,10-K,20150224,FIRST HORIZON NATIONAL CORP,1702.0,10.0,0.0,0.0,0.0,0.0
0000931336-15-000006,931336,62655,10-K,20150217,DEAN FOODS CO,815.0,0.0,0.0,0.0,0.0,0.0
0000934612-15-000005,934612,2490,10-K,20150302,BURLINGTON NORTHERN SANTA FE,459.0,1.0,0.0,0.0,0.0,0.0
0000935703-15-000034,935703,31587,10-K,20150313,DOLLAR TREE INC,371.0,2.0,0.0,0.0,0.0,0.0
0000936340-15-000014,936340,3897,10-K,20150213,DTE ENERGY CO,666.0,232.0,0.0,0.0,0.0,0.0
0000936395-15-000024,936395,64356,10-Q,20150312,CIENA CORP,167.0,3.0,0.0,0.0,0.0,0.0
0000937834-15-000009,1099219,133768,10-K,20150227,METLIFE INC,3747.0,577.0,0.0,0.0,0.0,0.0
0000940944-15-000015,940944,31846,10-Q,20150330,DARDEN RESTAURANTS INC,134.0,0.0,0.0,0.0,0.0,0.0
0000945436-15-000049,945436,60992,10-K,20150302,SUNEDISON INC,1317.0,59.0,0.0,0.0,0.0,0.0
0000945764-15-000013,945764,20653,10-K,20150227,DENBURY RESOURCES INC,454.0,160.0,0.0,0.0,0.0,0.0
0000950123-15-002527,42582,5234,10-K,20150217,GOODYEAR TIRE & RUBBER CO,1009.0,3.0,0.0,0.0,0.0,0.0
0000950123-15-002550,823768,14477,10-K,20150217,WASTE MANAGEMENT INC,1695.0,81.0,0.0,0.0,0.0,0.0
0000950123-15-003039,1489393,294524,10-K,20150217,LYONDELLBASELL INDUSTRIES NV,651.0,15.0,0.0,0.0,0.0,0.0
0000950123-15-003051,1021860,63892,10-K,20150217,NATIONAL OILWELL VARCO INC,1568.0,1.0,0.0,0.0,0.0,0.0
0001000180-15-000013,1000180,61513,10-K,20150210,SANDISK CORP,1238.0,104.0,0.0,0.0,0.0,0.0
0001000228-15-000007,1000228,61494,10-K,20150211,HENRY SCHEIN INC,905.0,81.0,0.0,0.0,0.0,0.0
0001001288-15-000013,1001288,61552,10-K,20150302,LEXMARK INTL INC  -CL A,1734.0,6.0,0.0,0.0,0.0,0.0
0001002910-15-000075,1002910,10860,10-K,20150302,AMEREN CORP,740.0,58.0,0.0,0.0,0.0,0.0
0001004155-15-000004,1004155,1837,10-K,20150212,SOUTHERN CO GAS,1118.0,4.0,0.0,0.0,0.0,0.0
0001004434-15-000003,1004434,65886,10-K,20150223,AFFILIATED MANAGERS GRP INC,1269.0,77.0,0.0,0.0,0.0,0.0
0001004980-15-000010,1004980,8264,10-K,20150210,PG&E CORP,318.0,296.0,0.0,0.0,0.0,0.0
0001013462-15-000004,1013462,63080,10-K,20150226,ANSYS INC,801.0,3.0,0.0,0.0,0.0,0.0
0001013871-15-000004,1013871,135990,10-K,20150227,NRG ENERGY INC,1393.0,5.0,0.0,0.0,0.0,0.0
0001014473-15-000011,1014473,66368,10-K,20150213,VERISIGN INC,452.0,49.0,0.0,0.0,0.0,0.0
0001015780-15-000026,1015780,63501,10-K,20150224,E TRADE FINANCIAL CORP,1289.0,910.0,0.0,0.0,0.0,0.0
0001018724-15-000006,1018724,64768,10-K,20150130,AMAZON.COM INC,848.0,1.0,0.0,0.0,0.0,0.0
0001018840-15-000020,1018840,63643,10-K,20150330,ABERCROMBIE & FITCH  -CL A,167.0,3.0,0.0,0.0,0.0,0.0
0001018963-15-000005,1018963,10405,10-K,20150226,ALLEGHENY TECHNOLOGIES INC,662.0,15.0,0.0,0.0,0.0,0.0
0001022079-15-000034,1022079,64166,10-K,20150224,QUEST DIAGNOSTICS INC,1045.0,6.0,0.0,0.0,0.0,0.0
0001024305-15-000002,1024305,12151,10-Q,20150205,COTY INC,813.0,8.0,0.0,0.0,0.0,0.0
0001024478-15-000006,1024478,9203,10-Q,20150205,ROCKWELL AUTOMATION,557.0,0.0,0.0,0.0,0.0,0.0
0001026214-15-000015,1026214,15208,10-K,20150219,FEDERAL HOME LOAN MORTG CORP,626.0,87.0,0.0,0.0,0.0,0.0
0001034054-15-000004,1034054,121382,10-K,20150302,SBA COMMUNICATIONS CORP,420.0,863.0,0.0,0.0,0.0,0.0
0001035002-15-000009,1035002,15247,10-K,20150226,VALERO ENERGY CORP,164.0,39.0,0.0,0.0,0.0,0.0
0001035267-15-000014,1035267,136725,10-K,20150206,INTUITIVE SURGICAL INC,561.0,4.0,0.0,0.0,0.0,0.0
0001035443-15-000018,1035443,64821,10-K,20150224,ALEXANDRIA R E EQUITIES INC,241.0,5.0,0.0,0.0,0.0,0.0
0001037038-15-000003,1037038,64891,10-Q,20150204,RALPH LAUREN CORP,240.0,2.0,0.0,0.0,0.0,0.0
0001037646-15-000008,1037646,65772,10-K,20150206,METTLER-TOLEDO INTL INC,818.0,4.0,0.0,0.0,0.0,0.0
0001038357-15-000010,1038357,14359,10-K,20150219,PIONEER NATURAL RESOURCES CO,344.0,56.0,0.0,0.0,0.0,0.0
0001039684-15-000017,1039684,8151,10-K,20150225,ONEOK INC,1136.0,261.0,0.0,0.0,0.0,0.0
0001040971-15-000003,1040971,65290,10-K,20150224,SL GREEN REALTY CORP,345.0,12.0,0.0,0.0,0.0,0.0
0001041061-15-000007,1041061,65417,10-K,20150217,YUM BRANDS INC,1943.0,159.0,0.0,0.0,0.0,0.0
0001043604-15-000022,1043604,121718,10-K,20150220,JUNIPER NETWORKS INC,1378.0,27.0,0.0,0.0,0.0,0.0
0001045810-15-000036,1045810,117768,10-K,20150312,NVIDIA CORP,876.0,0.0,0.0,0.0,0.0,0.0
0001047122-15-000026,1047122,8972,10-K,20150211,RAYTHEON CO,765.0,0.0,0.0,0.0,0.0,0.0
0001047469-15-000470,1385157,177267,10-Q,20150128,TE CONNECTIVITY LTD,708.0,0.0,0.0,0.0,0.0,0.0
0001047469-15-000639,946581,64630,10-Q,20150206,TAKE-TWO INTERACTIVE SFTWR,112.0,108.0,0.0,0.0,0.0,0.0
0001047469-15-000716,812074,8215,10-K,20150211,O-I GLASS INC,831.0,1.0,0.0,0.0,0.0,0.0
0001047469-15-000727,1126328,145701,10-K,20150211,PRINCIPAL FINANCIAL GRP INC,1142.0,20.0,0.0,0.0,0.0,0.0
0001047469-15-000743,86312,62689,10-K,20150212,TRAVELERS COS INC,1409.0,449.0,0.0,0.0,0.0,0.0
0001047469-15-000803,62996,7085,10-K,20150213,MASCO CORP,1348.0,148.0,0.0,0.0,0.0,0.0
0001047469-15-000858,879169,29127,10-K,20150217,INCYTE CORP,264.0,109.0,0.0,0.0,0.0,0.0
0001047469-15-000891,1124198,4818,10-K,20150218,FLUOR CORP,529.0,47.0,0.0,0.0,0.0,0.0
0001047469-15-000935,899051,28349,10-K,20150219,ALLSTATE CORP,775.0,6.0,0.0,0.0,0.0,0.0
0001047469-15-000992,883569,28118,10-K,20150220,FOSSIL GROUP INC,796.0,0.0,0.0,0.0,0.0,0.0
0001047469-15-000995,1551152,16101,10-K,20150220,ABBVIE INC,689.0,3.0,0.0,0.0,0.0,0.0
0001047469-15-000998,1099800,133366,10-K,20150220,EDWARDS LIFESCIENCES CORP,722.0,6.0,0.0,0.0,0.0,0.0
0001047469-15-001106,51143,6066,10-K,20150224,INTL BUSINESS MACHINES CORP,1721.0,246.0,0.0,0.0,0.0,0.0
0001047469-15-001196,1465112,12206,10-K,20150225,DIRECTV,941.0,0.0,0.0,0.0,0.0,0.0
0001047469-15-001200,8818,1913,10-K,20150225,AVERY DENNISON CORP,910.0,32.0,0.0,0.0,0.0,0.0
0001047469-15-001298,718877,180405,10-K,20150226,ACTIVISION BLIZZARD INC,1265.0,124.0,0.0,0.0,0.0,0.0
0001047469-15-001339,1063761,29389,10-K,20150227,SIMON PROPERTY GROUP INC,234.0,12.0,0.0,0.0,0.0,0.0
0001047469-15-001377,1800,1078,10-K,20150227,ABBOTT LABORATORIES,922.0,619.0,0.0,0.0,0.0,0.0
0001047469-15-001413,1020569,62374,10-K,20150227,IRON MOUNTAIN INC,1780.0,494.0,0.0,0.0,0.0,0.0
0001047469-15-001506,1163739,1661,10-K,20150302,NABORS INDUSTRIES LTD,1234.0,1.0,0.0,0.0,0.0,0.0
0001047469-15-001588,352363,6768,10-K,20150303,KATE SPADE & CO,1040.0,185.0,0.0,0.0,0.0,0.0
0001047469-15-001999,47217,5606,10-Q,20150311,HP INC,825.0,295.0,0.0,0.0,0.0,0.0
0001047469-15-002540,29534,4016,10-K,20150320,DOLLAR GENERAL CORP,611.0,0.0,0.0,0.0,0.0,0.0
0001051470-15-000034,1051470,113490,10-K,20150219,CROWN CASTLE INTL CORP,869.0,0.0,0.0,0.0,0.0,0.0
0001054374-15-000012,1054374,66708,10-K,20150129,BROADCOM CORP,1550.0,245.0,0.0,0.0,0.0,0.0
0001056288-15-000005,1056288,66731,10-K,20150220,FEDERATED HERMES INC,782.0,0.0,0.0,0.0,0.0,0.0
0001058290-15-000006,1058290,111864,10-K,20150227,COGNIZANT TECH SOLUTIONS,1035.0,1.0,0.0,0.0,0.0,0.0
0001060391-15-000010,1060391,112168,10-K,20150223,REPUBLIC SERVICES INC,1049.0,10.0,0.0,0.0,0.0,0.0
0001062047-15-000006,1062047,113419,10-K,20150218,CONVERGYS CORP,1020.0,91.0,0.0,0.0,0.0,0.0
0001064728-15-000021,1064728,142460,10-K,20150225,PEABODY ENERGY CORP,376.0,1101.0,0.0,0.0,0.0,0.0
0001065088-15-000054,1065088,114524,10-K,20150206,EBAY INC,863.0,2.0,0.0,0.0,0.0,0.0
0001065280-15-000006,1065280,147579,10-K,20150129,NETFLIX INC,74.0,5.0,0.0,0.0,0.0,0.0
0001065696-15-000007,1065696,155394,10-K,20150302,LKQ CORP,1082.0,324.0,0.0,0.0,0.0,0.0
0001067701-15-000006,1067701,66065,10-K,20150121,UNITED RENTALS INC,1385.0,67.0,0.0,0.0,0.0,0.0
0001070412-15-000009,1070412,120093,10-K,20150206,CNX RESOURCES CORPORATION,491.0,352.0,0.0,0.0,0.0,0.0
0001071739-15-000034,1071739,145552,10-K,20150223,CENTENE CORP,877.0,200.0,0.0,0.0,0.0,0.0
0001075531-15-000007,1075531,119314,10-K,20150219,BOOKING HOLDINGS INC,1052.0,179.0,0.0,0.0,0.0,0.0
0001086222-15-000066,1086222,125595,10-K,20150302,AKAMAI TECHNOLOGIES INC,954.0,3.0,0.0,0.0,0.0,0.0
0001090727-15-000008,1090727,10920,10-K,20150227,UNITED PARCEL SERVICE INC,1459.0,1458.0,0.0,0.0,0.0,0.0
0001091667-15-000049,1091667,126136,10-K,20150224,CHARTER COMMUNICATIONS INC,1034.0,314.0,0.0,0.0,0.0,0.0
0001095073-15-000007,1095073,61388,10-K,20150302,EVEREST RE GROUP LTD,176.0,15.0,0.0,0.0,0.0,0.0
0001097149-15-000005,1097149,141384,10-K,20150226,ALIGN TECHNOLOGY INC,1478.0,1.0,0.0,0.0,0.0,0.0
0001101215-15-000063,1101215,143974,10-K,20150227,ALLIANCE DATA SYSTEMS CORP,1337.0,1998.0,0.0,0.0,0.0,0.0
0001104659-15-005719,1137789,150937,10-Q,20150130,SEAGATE TECHNOLOGY PLC,632.0,172.0,0.0,0.0,0.0,0.0
0001104659-15-006806,912093,29241,10-Q,20150205,VIAVI SOLUTIONS INC,587.0,99.0,0.0,0.0,0.0,0.0
0001104659-15-006843,811156,3439,10-K,20150205,CMS ENERGY CORP,294.0,129.0,0.0,0.0,0.0,0.0
0001104659-15-006983,1001250,61567,10-Q,20150205,LAUDER (ESTEE) COS INC -CL A,796.0,0.0,0.0,0.0,0.0,0.0
0001104659-15-007304,46765,5581,10-Q,20150206,HELMERICH & PAYNE,39.0,22.0,0.0,0.0,0.0,0.0
0001104659-15-007320,1140859,31673,10-Q,20150206,AMERISOURCEBERGEN CORP,515.0,0.0,0.0,0.0,0.0,0.0
0001104659-15-009560,66740,7435,10-K,20150212,3M CO,1153.0,3.0,0.0,0.0,0.0,0.0
0001104659-15-011630,726728,30822,10-K,20150218,REALTY INCOME CORP,592.0,146.0,0.0,0.0,0.0,0.0
